loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_interest,loan_percent_income,active_loans, loan_status
3353,76,Women,Single,student,MORTGAGE,Personal,7900000,27800000,16,857,23300000,12500000,17200000,10600000,3.51,9,2, Approved
3354,29,Men,Married,student,MORTGAGE,Personal,6600000,15000000,16,401,13600000,6600000,23500000,3300000,3.14,5,4, Rejected
3355,20,Women,Single,employed,MORTGAGE,Home Renovation,2200000,8800000,4,437,1600000,2300000,8300000,2000000,7.11,18,5, Approved
3356,76,Women,Married,employed,OWN,Personal,5500000,17600000,8,882,5800000,7800000,20300000,3100000,4.42,7,4, Approved
3357,47,Men,Married,employed,MORTGAGE,Business,5100000,15500000,8,392,6700000,8100000,13600000,6700000,9.67,3,3, Rejected
3358,22,Women,Single,student,OWN,Vehicle,3900000,7700000,10,421,9700000,7500000,14100000,2100000,3.72,10,1, Rejected
3359,44,Women,Married,student,RENT,Medical,200000,400000,6,722,300000,300000,400000,100000,3.75,9,2, Approved
3360,45,Women,Married,student,OWN,Personal,5800000,14700000,10,692,2300000,10100000,17700000,3900000,2.34,15,3, Approved
3361,35,Women,Married,self employed,MORTGAGE,Medical,8300000,20700000,2,537,8400000,14300000,19700000,7800000,1.07,10,1, Rejected
3362,60,Men,Married,self employed,OWN,Medical,2600000,5500000,8,676,6700000,800000,7200000,1300000,9.43,15,5, Approved
3363,22,Women,Single,self employed,OWN,Home Renovation,2100000,8100000,6,817,4600000,2900000,4900000,2900000,2.86,2,3, Approved
3364,77,Men,Single,student,RENT,Home Renovation,3900000,10800000,20,433,4700000,1600000,14500000,2300000,9.55,10,5, Rejected
3365,48,Men,Single,employed,MORTGAGE,Business,5200000,16300000,6,524,11000000,3400000,20700000,4600000,4.87,16,4, Rejected
3366,63,Men,Single,self employed,MORTGAGE,Home Renovation,7800000,24400000,20,490,6700000,5100000,17700000,4100000,1.03,6,1, Rejected
3367,63,Men,Single,employed,RENT,Medical,5400000,14300000,4,595,4100000,2800000,19300000,4900000,3.34,15,5, Approved
3368,71,Women,Single,self employed,RENT,Personal,2900000,11000000,2,835,4900000,3200000,11500000,1400000,1.01,6,4, Approved
3369,52,Women,Single,employed,RENT,Education,7100000,28300000,6,850,5600000,7100000,26000000,9700000,2.93,7,4, Approved
3370,51,Men,Married,student,RENT,Home Renovation,800000,2500000,4,409,1300000,1000000,3100000,900000,5.86,19,5, Approved
3371,68,Men,Married,self employed,RENT,Business,3400000,12800000,10,760,9800000,4300000,11000000,4600000,2.09,9,3, Approved
3372,39,Women,Single,student,RENT,Personal,6800000,17600000,14,344,5500000,5600000,18100000,7700000,1.67,7,3, Rejected
3373,57,Men,Single,self employed,RENT,Vehicle,7000000,27100000,12,881,8300000,9400000,17200000,9500000,3.7,12,3, Approved
3374,78,Women,Single,student,OWN,Vehicle,9300000,24500000,10,600,20200000,700000,32600000,5400000,1.42,17,2, Approved
3375,69,Women,Single,employed,OWN,Personal,7500000,19900000,10,790,3500000,13000000,19900000,5900000,3.36,1,2, Approved
3376,66,Men,Married,employed,MORTGAGE,Home Renovation,8000000,31200000,20,392,7300000,8400000,16000000,6000000,7.37,6,1, Rejected
3377,26,Women,Married,self employed,RENT,Business,1600000,4100000,2,748,1400000,1000000,4200000,1000000,8.62,5,3, Approved
3378,61,Men,Single,student,RENT,Vehicle,6700000,18800000,6,798,8700000,5900000,18000000,6100000,9.7,9,1, Approved
3379,29,Men,Married,student,MORTGAGE,Vehicle,3800000,11400000,4,323,5800000,4000000,9600000,4400000,0.29,13,1, Approved
3380,24,Women,Married,student,MORTGAGE,Vehicle,2700000,5400000,6,413,4800000,1500000,6100000,2600000,8.87,5,2, Rejected
3381,29,Men,Single,employed,OWN,Education,1300000,2900000,8,733,3800000,1900000,3800000,1800000,3.33,1,3, Approved
3382,39,Women,Married,employed,MORTGAGE,Medical,3400000,10500000,16,543,3100000,4500000,11100000,4500000,4.11,10,1, Rejected
3383,79,Women,Married,student,MORTGAGE,Home Renovation,3400000,10900000,14,757,5400000,1600000,7700000,3000000,6.16,20,2, Approved
3384,68,Men,Single,student,OWN,Business,2400000,6800000,8,464,1900000,1300000,9500000,1900000,0.39,3,1, Rejected
3385,74,Men,Single,student,RENT,Medical,1900000,6900000,4,749,2100000,3700000,4300000,2200000,6.25,12,1, Approved
3386,40,Men,Married,employed,RENT,Business,700000,2200000,6,680,300000,200000,2500000,300000,8.05,8,4, Approved
3387,73,Women,Single,employed,RENT,Vehicle,6900000,20900000,4,574,3200000,1800000,25000000,5200000,4.17,17,3, Approved
3388,29,Men,Single,self employed,RENT,Personal,300000,800000,18,774,400000,200000,900000,400000,0.98,6,3, Approved
3389,43,Men,Married,self employed,RENT,Business,6000000,18700000,10,387,6600000,6200000,23300000,6700000,8.09,9,3, Rejected
3390,44,Men,Single,employed,MORTGAGE,Medical,4300000,16400000,20,397,6700000,6200000,10200000,5700000,1.69,15,5, Rejected
3391,42,Women,Single,self employed,RENT,Personal,5800000,13500000,14,816,13800000,9300000,20400000,7900000,7.86,9,2, Approved
3392,79,Women,Single,employed,RENT,Medical,3300000,6700000,8,845,1300000,4600000,12300000,3200000,5.72,14,2, Approved
3393,77,Women,Married,employed,OWN,Education,400000,1500000,4,743,700000,500000,1200000,300000,8.02,15,3, Approved
3394,76,Women,Married,self employed,MORTGAGE,Home Renovation,300000,600000,4,418,500000,200000,700000,200000,2.52,2,3, Rejected
3395,53,Men,Married,student,RENT,Business,4200000,10700000,6,466,7400000,7000000,14000000,4700000,7.41,17,3, Rejected
3396,46,Men,Single,self employed,MORTGAGE,Education,600000,2300000,12,335,400000,900000,1200000,400000,5.98,9,3, Rejected
3397,22,Women,Single,self employed,RENT,Personal,4400000,15200000,6,446,9500000,2200000,16700000,5800000,8.87,10,2, Rejected
3398,72,Men,Married,employed,MORTGAGE,Medical,9200000,29400000,2,868,9200000,13800000,32000000,5300000,3.03,16,1, Approved
3399,26,Men,Married,self employed,MORTGAGE,Vehicle,6900000,25300000,4,763,9000000,3600000,21300000,5500000,5.84,17,5, Approved
3400,34,Men,Single,student,OWN,Home Renovation,5100000,13700000,14,527,12100000,8900000,19400000,4700000,1.32,7,5, Rejected
3401,20,Women,Married,self employed,OWN,Vehicle,3400000,12700000,2,741,3300000,6100000,7700000,3700000,0.35,10,5, Approved
3402,47,Men,Single,employed,OWN,Business,8600000,26800000,12,802,7400000,2800000,32100000,11700000,9.13,7,5, Approved
3403,73,Women,Single,student,OWN,Personal,9200000,28900000,8,538,13900000,8300000,32400000,4900000,6.47,15,1, Rejected
3404,48,Women,Single,employed,RENT,Education,4800000,16300000,4,523,8800000,2300000,10000000,2800000,2.8,7,4, Approved
3405,63,Men,Single,student,RENT,Business,2800000,8300000,14,381,3200000,1100000,9100000,1500000,9.79,10,2, Rejected
3406,69,Women,Married,employed,MORTGAGE,Medical,3400000,7000000,4,534,3100000,1600000,13000000,4000000,0.7,5,2, Rejected
3407,34,Men,Married,self employed,OWN,Education,800000,2200000,14,574,2200000,1200000,1700000,1100000,4.23,0,5, Approved
3408,62,Women,Married,self employed,OWN,Medical,4100000,11100000,6,405,12000000,2900000,9000000,5900000,0.07,16,4, Rejected
3409,55,Women,Single,employed,MORTGAGE,Business,1900000,3800000,16,542,800000,500000,4000000,2100000,5.6,4,4, Rejected
3410,77,Women,Married,student,RENT,Business,6700000,25400000,14,820,10300000,8100000,18500000,3900000,2.73,7,5, Approved
3411,48,Men,Single,employed,OWN,Business,5200000,13400000,2,505,12000000,7900000,20400000,6200000,3.24,15,2, Rejected
3412,28,Women,Married,student,OWN,Personal,6700000,16400000,2,508,4400000,10900000,25300000,9200000,8.11,0,2, Rejected
3413,56,Men,Single,self employed,OWN,Education,4700000,15000000,20,835,2100000,2500000,10100000,3800000,9.5,3,1, Approved
3414,61,Men,Married,self employed,OWN,Education,6000000,22000000,12,826,1400000,2000000,14100000,7000000,7.13,1,1, Approved
3415,40,Women,Married,student,RENT,Home Renovation,6500000,18900000,12,427,5100000,1900000,18200000,7800000,6.34,0,4, Rejected
3416,37,Women,Married,employed,RENT,Home Renovation,500000,2000000,12,890,800000,700000,1800000,400000,3.05,17,1, Approved
3417,62,Women,Single,student,RENT,Vehicle,5700000,13300000,2,333,9400000,3000000,11800000,8200000,3.69,19,3, Rejected
3418,80,Women,Married,self employed,MORTGAGE,Business,6800000,20000000,12,679,20200000,10900000,26900000,6600000,7.8,7,5, Approved
3419,25,Men,Single,self employed,MORTGAGE,Vehicle,3100000,12300000,18,805,4900000,1900000,6100000,2800000,1.88,1,5, Approved
3420,24,Men,Married,student,OWN,Business,5100000,11000000,16,826,11800000,2900000,12900000,2700000,3.61,7,5, Approved
3421,21,Men,Married,student,RENT,Home Renovation,6300000,23900000,10,844,16300000,4900000,16800000,4500000,4.65,13,5, Approved
3422,65,Women,Single,student,MORTGAGE,Medical,4400000,14100000,10,663,5300000,4900000,17500000,2600000,2.42,9,4, Approved
3423,43,Women,Single,student,RENT,Medical,8100000,21900000,6,884,15100000,5400000,27500000,6600000,8.06,10,4, Approved
3424,22,Men,Married,student,RENT,Education,1100000,3700000,2,508,200000,0,2200000,1300000,1.63,16,3, Approved
3425,67,Women,Married,student,OWN,Business,2400000,6900000,4,581,5100000,4500000,6000000,3400000,6.56,8,1, Approved
3426,30,Men,Single,employed,MORTGAGE,Medical,7000000,26300000,12,481,14300000,12800000,15100000,9900000,5.29,7,5, Rejected
3427,68,Men,Married,employed,RENT,Medical,8700000,30000000,12,543,21900000,12700000,30600000,12700000,7.52,8,4, Rejected
3428,52,Men,Single,employed,OWN,Personal,3500000,12600000,10,448,1200000,2500000,10400000,3600000,2.86,17,4, Rejected
3429,72,Men,Single,self employed,RENT,Vehicle,1600000,5300000,4,713,1400000,1400000,4900000,1300000,3.92,11,2, Approved
3430,41,Women,Single,self employed,OWN,Home Renovation,7800000,17300000,16,493,800000,4500000,16300000,9300000,1.4,8,3, Rejected
3431,74,Men,Single,student,OWN,Business,3700000,9200000,10,819,8500000,2000000,10200000,3100000,9.97,7,2, Approved
3432,63,Women,Married,employed,OWN,Medical,400000,1400000,18,827,-100000,0,900000,600000,5.0,8,4, Approved
3433,69,Men,Married,employed,OWN,Education,4800000,15700000,10,398,4900000,7400000,17100000,6400000,7.8,11,5, Rejected
3434,72,Women,Married,student,RENT,Home Renovation,2900000,7500000,18,692,3200000,300000,7500000,4000000,7.41,2,5, Approved
3435,53,Women,Single,employed,RENT,Personal,5000000,14600000,18,509,11800000,2500000,19800000,4900000,7.58,4,3, Rejected
3436,49,Men,Married,student,MORTGAGE,Home Renovation,7600000,18100000,16,439,12800000,5900000,29800000,10600000,5.61,13,3, Rejected
3437,64,Men,Married,employed,RENT,Education,3000000,9400000,4,622,600000,3500000,9600000,2000000,6.64,2,4, Approved
3438,28,Men,Married,self employed,OWN,Vehicle,200000,700000,18,526,400000,100000,500000,0,5.08,9,5, Rejected
3439,73,Women,Married,self employed,OWN,Vehicle,6800000,19000000,8,865,9500000,7200000,25000000,6300000,5.73,13,3, Approved
3440,53,Women,Single,self employed,OWN,Business,9700000,27400000,2,328,0,18400000,22000000,7900000,2.73,14,3, Rejected
3441,43,Women,Single,student,RENT,Medical,1200000,4200000,4,768,2800000,2200000,2800000,1500000,5.63,14,5, Approved
3442,65,Men,Single,employed,OWN,Business,7400000,24000000,16,854,4300000,6700000,20600000,8700000,7.33,6,4, Approved
3443,64,Men,Single,employed,OWN,Business,6900000,20800000,4,839,2600000,2400000,16100000,7400000,3.82,13,1, Approved
3444,76,Men,Single,student,RENT,Home Renovation,9100000,23300000,18,414,17700000,2500000,33800000,6400000,7.93,17,3, Rejected
3445,33,Women,Married,employed,OWN,Medical,1300000,4700000,16,530,3200000,1000000,3800000,800000,0.22,20,2, Rejected
3446,48,Men,Single,self employed,RENT,Home Renovation,6600000,14600000,10,841,15300000,12100000,14800000,6000000,8.79,1,4, Approved
3447,20,Women,Married,self employed,RENT,Vehicle,1800000,5700000,14,670,5300000,3100000,3500000,2700000,7.99,0,4, Approved
3448,79,Men,Married,employed,RENT,Medical,8200000,20900000,14,726,11400000,4800000,26000000,8400000,8.78,10,4, Approved
3449,78,Women,Married,student,RENT,Personal,2800000,8300000,14,352,4900000,2600000,7100000,3700000,8.31,15,2, Rejected
3450,36,Men,Married,student,OWN,Personal,7000000,16000000,4,554,13000000,8600000,26600000,7900000,8.24,7,3, Approved
3451,39,Men,Married,self employed,OWN,Vehicle,700000,1800000,18,728,400000,1300000,2200000,600000,1.23,10,4, Approved
3452,51,Women,Married,student,MORTGAGE,Business,7400000,25500000,6,463,2300000,5600000,26800000,8400000,5.36,10,1, Rejected
3453,24,Men,Single,self employed,RENT,Vehicle,2300000,5000000,10,431,300000,3700000,8700000,2900000,7.33,19,5, Rejected
3454,24,Men,Single,self employed,OWN,Home Renovation,600000,1900000,8,445,1200000,100000,1600000,300000,9.36,15,5, Rejected
3455,77,Women,Single,employed,MORTGAGE,Personal,1000000,3000000,4,896,2800000,1100000,2000000,1100000,2.35,14,4, Approved
3456,36,Men,Married,self employed,MORTGAGE,Home Renovation,2200000,5200000,8,420,2900000,100000,5000000,2300000,1.24,11,4, Rejected
3457,61,Women,Married,self employed,RENT,Home Renovation,8000000,30900000,2,315,23500000,1200000,19500000,7300000,3.1,16,5, Approved
3458,61,Men,Married,student,MORTGAGE,Personal,8600000,20900000,10,867,24300000,7200000,23700000,9900000,0.85,17,4, Approved
3459,49,Men,Married,self employed,OWN,Medical,7500000,26000000,2,342,13900000,1900000,26900000,11200000,4.55,20,2, Approved
3460,41,Men,Married,employed,OWN,Home Renovation,5200000,11800000,18,711,14300000,5100000,15500000,4500000,8.49,4,5, Approved
3461,64,Men,Single,student,MORTGAGE,Vehicle,7900000,20900000,2,723,1700000,1800000,16300000,7100000,0.94,18,1, Approved
3462,55,Men,Single,student,OWN,Business,4200000,11300000,4,704,4700000,2800000,14900000,4000000,1.62,17,1, Approved
3463,63,Women,Single,self employed,MORTGAGE,Medical,6500000,20200000,16,842,8300000,12200000,14300000,9600000,6.98,7,1, Approved
3464,58,Men,Married,student,RENT,Education,7400000,15200000,12,600,6200000,8500000,18800000,4100000,4.74,8,2, Approved
3465,76,Women,Married,self employed,RENT,Education,9100000,25600000,12,688,8900000,16300000,27900000,11100000,0.44,14,1, Approved
3466,35,Women,Married,self employed,OWN,Home Renovation,800000,2300000,16,739,1800000,600000,2000000,400000,1.96,0,2, Approved
3467,63,Men,Married,self employed,RENT,Medical,800000,2800000,10,798,1300000,1300000,2500000,400000,2.31,3,2, Approved
3468,41,Men,Single,employed,MORTGAGE,Personal,4100000,9900000,4,319,7600000,7400000,12000000,5500000,5.71,18,1, Rejected
3469,22,Women,Married,employed,MORTGAGE,Home Renovation,4200000,8700000,6,583,6000000,800000,8500000,2500000,5.29,15,4, Approved
3470,40,Men,Single,self employed,MORTGAGE,Education,4800000,11500000,12,535,3600000,8000000,15600000,5400000,3.61,0,2, Rejected
3471,25,Women,Married,self employed,RENT,Personal,8300000,25900000,8,696,14400000,12200000,23500000,7100000,1.18,15,4, Approved
3472,34,Women,Single,student,OWN,Education,7600000,23900000,8,672,2500000,1600000,20200000,6700000,6.82,18,5, Approved
3473,75,Women,Married,self employed,OWN,Education,5100000,12300000,20,410,9200000,9200000,18700000,5600000,9.6,13,4, Rejected
3474,21,Men,Married,employed,RENT,Business,3600000,11600000,14,546,8500000,300000,12000000,4800000,2.58,0,2, Rejected
3475,63,Men,Single,self employed,MORTGAGE,Business,5400000,16800000,16,550,10700000,6400000,13400000,7000000,1.55,6,2, Approved
3476,23,Men,Married,student,OWN,Personal,700000,1400000,4,344,1500000,800000,2600000,300000,8.15,9,5, Rejected
3477,26,Men,Married,self employed,OWN,Business,9800000,38200000,10,743,5400000,14800000,24300000,5300000,3.94,5,3, Approved
3478,80,Women,Single,student,RENT,Education,9700000,36400000,4,772,13800000,11300000,38100000,13500000,4.25,6,1, Approved
3479,37,Women,Single,self employed,RENT,Education,9400000,29900000,12,302,12300000,1500000,35700000,8200000,5.43,12,4, Rejected
3480,21,Women,Married,employed,OWN,Education,3200000,9100000,18,376,4500000,800000,9000000,1700000,4.22,3,3, Rejected
3481,32,Men,Married,student,MORTGAGE,Education,3700000,11600000,10,747,0,4500000,9000000,3500000,5.68,9,4, Approved
3482,38,Women,Married,employed,OWN,Medical,4200000,15800000,6,710,12300000,3700000,12600000,4600000,1.24,13,1, Approved
3483,62,Men,Married,self employed,RENT,Education,7000000,24200000,6,892,20600000,500000,21400000,9200000,5.5,7,4, Approved
3484,59,Women,Married,employed,MORTGAGE,Medical,3200000,11500000,16,492,4800000,2300000,10400000,3200000,1.46,7,4, Rejected
3485,67,Men,Married,self employed,OWN,Business,7900000,17700000,2,559,19700000,2800000,28900000,5400000,2.11,6,3, Approved
3486,35,Women,Married,student,RENT,Vehicle,2200000,8300000,18,314,1100000,900000,5800000,2000000,2.73,9,1, Rejected
3487,33,Men,Single,employed,OWN,Personal,2700000,8400000,6,744,1200000,4100000,7500000,2000000,0.6,15,5, Approved
3488,39,Women,Married,self employed,RENT,Home Renovation,6800000,18000000,12,690,17800000,11800000,25000000,9300000,3.48,14,5, Approved
3489,40,Men,Married,student,RENT,Education,6300000,23300000,4,347,18300000,12200000,21100000,8100000,6.32,2,3, Approved
3490,62,Women,Married,student,MORTGAGE,Business,9000000,31400000,2,677,12000000,10800000,20700000,8700000,9.01,17,3, Approved
3491,29,Men,Married,student,RENT,Business,4700000,15700000,4,468,13300000,5100000,16200000,3600000,0.59,6,1, Approved
3492,64,Women,Single,student,RENT,Business,8100000,17500000,4,674,10800000,12700000,23200000,9300000,6.82,3,3, Approved
3493,69,Men,Married,self employed,RENT,Medical,9000000,27300000,14,353,22600000,4400000,26900000,7200000,7.58,14,5, Rejected
3494,61,Women,Married,self employed,MORTGAGE,Medical,3800000,14100000,8,727,3900000,4900000,8200000,5400000,5.81,16,5, Approved
3495,42,Men,Married,student,OWN,Personal,8800000,22200000,10,512,6800000,4000000,31900000,9900000,2.04,14,4, Rejected
3496,67,Men,Married,student,OWN,Vehicle,8700000,27200000,18,454,9100000,9300000,30900000,12000000,9.54,2,3, Rejected
3497,47,Women,Married,employed,RENT,Vehicle,5000000,12400000,14,315,7400000,8600000,17000000,4000000,9.27,19,4, Rejected
3498,69,Men,Married,self employed,RENT,Business,6000000,22700000,10,480,200000,11900000,13700000,8700000,2.34,7,3, Rejected
3499,73,Women,Married,self employed,MORTGAGE,Home Renovation,9100000,24200000,16,685,25600000,1900000,31100000,9100000,3.73,20,4, Approved
3500,31,Women,Single,employed,OWN,Personal,7400000,17900000,6,460,2600000,1300000,25900000,5000000,5.26,17,2, Rejected
3501,42,Men,Single,employed,OWN,Education,8300000,28400000,16,704,1400000,11700000,16900000,11400000,2.13,8,1, Approved
3502,49,Women,Single,employed,RENT,Medical,7600000,23900000,12,692,500000,12200000,27000000,5000000,3.1,14,5, Approved
3503,26,Women,Married,self employed,RENT,Education,3500000,9600000,4,398,1700000,6000000,7900000,4600000,0.57,11,5, Rejected
3504,75,Women,Married,student,RENT,Business,1000000,3500000,18,882,900000,500000,2900000,600000,2.85,13,4, Approved
3505,27,Men,Married,self employed,OWN,Personal,9900000,25900000,4,860,7800000,200000,38000000,5400000,2.82,9,3, Approved
3506,32,Women,Married,employed,RENT,Vehicle,5700000,15100000,18,330,5900000,3800000,16600000,6200000,3.06,16,2, Rejected
3507,49,Women,Married,employed,OWN,Medical,700000,2400000,16,447,1300000,700000,2600000,800000,8.99,6,4, Rejected
3508,47,Women,Single,employed,RENT,Education,9600000,23800000,12,788,9900000,14400000,21200000,10400000,8.0,4,5, Approved
3509,35,Women,Married,self employed,OWN,Business,9300000,28900000,6,526,11100000,1600000,19700000,11000000,7.96,14,4, Rejected
3510,45,Men,Married,employed,MORTGAGE,Business,9500000,28400000,18,577,6200000,10300000,30200000,14100000,0.07,7,2, Approved
3511,77,Men,Married,student,MORTGAGE,Vehicle,8700000,23400000,16,372,10600000,11700000,20000000,8000000,2.78,19,5, Rejected
3512,27,Men,Married,student,RENT,Personal,7300000,21000000,14,759,15500000,8000000,20300000,10800000,9.16,7,3, Approved
3513,39,Men,Single,employed,MORTGAGE,Business,4100000,12700000,10,465,6400000,1900000,14100000,3200000,8.4,13,2, Rejected
3514,51,Women,Single,self employed,MORTGAGE,Education,2900000,10200000,4,789,1200000,4100000,6100000,3600000,4.5,1,3, Approved
3515,49,Men,Married,self employed,RENT,Medical,7500000,17900000,2,680,7000000,11800000,25000000,6300000,9.44,20,2, Approved
3516,38,Men,Single,self employed,RENT,Medical,7900000,25700000,20,681,14900000,3000000,18100000,8800000,7.65,17,3, Approved
3517,55,Women,Married,self employed,RENT,Vehicle,6900000,22300000,16,673,17400000,100000,21300000,9000000,7.63,17,5, Approved
3518,47,Women,Single,employed,OWN,Education,6900000,22900000,10,313,5600000,9300000,26200000,8000000,3.02,12,1, Rejected
3519,78,Men,Married,employed,MORTGAGE,Vehicle,4800000,18800000,16,551,7900000,9400000,17300000,5500000,7.3,6,3, Approved
3520,68,Women,Single,student,OWN,Medical,7700000,24400000,8,453,1400000,7700000,22000000,10000000,7.98,6,4, Rejected
3521,53,Women,Single,student,MORTGAGE,Education,6900000,22700000,4,650,900000,13400000,15500000,6400000,9.9,19,4, Approved
3522,51,Men,Single,employed,MORTGAGE,Education,1200000,4500000,4,439,3200000,1800000,2900000,1200000,1.28,10,2, Approved
3523,22,Men,Married,self employed,MORTGAGE,Education,2900000,9600000,4,658,8200000,4300000,7000000,2700000,8.21,4,2, Approved
3524,25,Women,Single,employed,RENT,Medical,5500000,18900000,6,379,13900000,9100000,18500000,3100000,4.99,1,3, Rejected
3525,49,Women,Married,employed,MORTGAGE,Vehicle,3200000,10700000,4,450,7300000,3000000,8200000,1800000,3.25,9,1, Approved
3526,60,Women,Married,student,MORTGAGE,Business,2600000,8200000,4,849,7400000,2000000,8900000,2700000,2.4,17,1, Approved
3527,78,Women,Single,employed,RENT,Education,500000,1600000,18,865,1400000,400000,1000000,200000,0.99,9,5, Approved
3528,35,Men,Married,self employed,RENT,Home Renovation,1800000,6900000,10,853,900000,400000,3700000,1700000,3.86,1,3, Rejected
3529,66,Women,Single,self employed,OWN,Home Renovation,1300000,4900000,12,555,2400000,1200000,4100000,1700000,3.64,16,2, Approved
3530,51,Men,Married,employed,OWN,Education,9900000,20700000,20,821,12700000,8200000,38100000,11100000,8.38,18,3, Approved
3531,49,Women,Single,employed,RENT,Personal,2000000,4700000,2,820,4700000,500000,7900000,1200000,1.29,4,3, Approved
3532,47,Women,Married,self employed,MORTGAGE,Personal,5100000,15300000,4,721,7000000,6100000,15300000,5900000,1.96,17,3, Approved
3533,70,Men,Single,student,MORTGAGE,Education,8200000,24000000,20,831,23000000,3000000,24800000,5400000,3.47,20,5, Approved
3534,23,Men,Single,employed,RENT,Business,4200000,12600000,18,571,8900000,3200000,11700000,6200000,2.4,13,5, Approved
3535,73,Men,Single,student,MORTGAGE,Vehicle,1300000,4900000,8,582,2100000,1800000,3400000,1700000,1.66,11,3, Approved
3536,72,Women,Single,self employed,MORTGAGE,Home Renovation,4600000,13600000,18,487,11200000,8500000,15500000,5400000,0.19,14,1, Rejected
3537,59,Men,Married,student,OWN,Education,6600000,19700000,12,758,16000000,4400000,18800000,9500000,9.87,16,1, Approved
3538,29,Women,Single,student,RENT,Business,8300000,30100000,16,636,5200000,5100000,33100000,7200000,3.94,0,4, Approved
3539,50,Men,Married,employed,MORTGAGE,Education,6900000,20700000,16,857,17100000,13700000,14600000,8800000,7.04,20,2, Approved
3540,60,Women,Single,self employed,MORTGAGE,Business,4700000,12500000,8,678,13700000,200000,9800000,7000000,0.43,1,5, Approved
3541,47,Women,Single,employed,MORTGAGE,Vehicle,7900000,15800000,8,551,800000,3500000,18700000,8300000,1.65,7,3, Approved
3542,65,Women,Married,student,OWN,Personal,8800000,24900000,16,668,16700000,17200000,30000000,10500000,5.4,8,1, Approved
3543,61,Women,Single,student,MORTGAGE,Vehicle,6500000,23400000,2,672,5000000,10400000,16700000,7600000,9.8,11,1, Approved
3544,55,Men,Married,self employed,MORTGAGE,Personal,3500000,13700000,4,439,5200000,2800000,13000000,4400000,8.65,9,1, Approved
3545,45,Women,Married,self employed,RENT,Medical,8200000,19600000,16,636,11500000,2300000,28800000,10700000,5.99,13,2, Approved
3546,48,Men,Married,self employed,RENT,Business,2000000,6000000,14,393,1500000,1400000,5900000,2900000,6.32,15,1, Rejected
3547,41,Women,Married,student,OWN,Home Renovation,2700000,8200000,2,848,7000000,1000000,6200000,1500000,5.61,5,3, Approved
3548,28,Women,Married,employed,OWN,Medical,5300000,17600000,4,790,2000000,10200000,19700000,7700000,1.05,8,1, Approved
3549,30,Men,Single,employed,MORTGAGE,Home Renovation,9900000,19900000,6,312,21400000,2200000,31400000,11000000,7.07,17,4, Rejected
3550,61,Women,Single,student,RENT,Education,5000000,19500000,14,775,3100000,4700000,9900000,6500000,8.98,7,4, Approved
3551,39,Women,Single,self employed,OWN,Education,9100000,18600000,20,403,18400000,11700000,20300000,9200000,2.49,12,1, Rejected
3552,53,Men,Married,student,RENT,Education,7600000,26400000,14,867,9200000,700000,27900000,7400000,4.07,7,2, Approved
3553,29,Women,Married,employed,RENT,Home Renovation,5200000,17800000,18,558,8300000,5400000,13000000,3100000,9.12,20,3, Approved
3554,77,Women,Married,employed,OWN,Personal,1800000,6000000,4,548,1400000,2400000,6500000,2600000,8.01,2,5, Approved
3555,61,Women,Married,self employed,OWN,Home Renovation,7300000,28200000,16,486,15300000,8800000,16400000,7700000,2.78,11,4, Rejected
3556,31,Men,Single,self employed,OWN,Education,3200000,11600000,6,635,3300000,4600000,6500000,3900000,4.98,7,4, Approved
3557,78,Men,Married,self employed,RENT,Business,5200000,20700000,2,538,3200000,2000000,14600000,3600000,5.81,6,5, Approved
3558,43,Women,Married,self employed,OWN,Personal,7100000,28200000,14,496,6300000,10900000,27700000,4600000,2.07,16,2, Rejected
3559,36,Women,Single,self employed,MORTGAGE,Medical,1400000,4800000,6,411,1400000,300000,4400000,1600000,1.37,6,3, Rejected
3560,59,Women,Single,employed,MORTGAGE,Vehicle,2700000,10700000,6,857,7400000,4200000,8200000,2800000,7.86,8,1, Approved
3561,66,Men,Single,student,OWN,Medical,6500000,18100000,10,360,15700000,10600000,20200000,6100000,9.43,0,5, Rejected
3562,37,Men,Married,student,OWN,Education,9300000,35900000,18,461,9800000,12700000,26200000,11400000,7.65,4,2, Rejected
3563,72,Women,Married,student,RENT,Personal,6700000,14900000,16,638,3300000,6900000,22300000,8100000,1.67,19,4, Approved
3564,50,Women,Married,student,MORTGAGE,Home Renovation,6800000,19300000,6,865,12100000,100000,22900000,9000000,2.81,5,2, Approved
3565,55,Men,Married,student,MORTGAGE,Business,5600000,13600000,4,449,5900000,5700000,18800000,4300000,9.75,2,3, Rejected
3566,39,Men,Single,employed,MORTGAGE,Personal,1900000,4700000,2,870,4700000,2300000,3900000,2300000,0.81,5,1, Approved
3567,54,Men,Married,self employed,OWN,Home Renovation,8400000,19500000,6,815,5300000,2500000,24000000,7200000,4.91,1,4, Approved
3568,37,Men,Single,self employed,MORTGAGE,Personal,2500000,7200000,16,454,4200000,1000000,7100000,2100000,0.46,14,3, Rejected
3569,63,Women,Single,employed,MORTGAGE,Vehicle,2900000,9900000,18,783,1300000,100000,11000000,2600000,2.0,8,3, Approved
3570,35,Men,Married,employed,MORTGAGE,Medical,3200000,7400000,2,543,3600000,4500000,11200000,4600000,4.37,14,5, Rejected
